sample,chr,arm,median_bpWeighted,total_bins,total_bpOverlap,top_event,top_event_bp,top_event_fraction
P-0063392-T01-IM7,chr5,p,0.3712,125.3214342,45931499,Gains,45931499,1
P-0063392-T01-IM7,chr5,q,0.3712,355.7568113,130388259,Gains,130388259,1
P-0063392-T01-IM7,chr8,p,-0.7374,70.04736986,43194769,Losses,43194769,1
P-0063392-T01-IM7,chr8,q,1.104732597,199.6212707,97821512,Gains,85517706,0.874221879
P-0063392-T01-IM7,chr9,q,-0.8197,236.8500374,91034717,Losses,91034717,1
P-0063621-T01-IM7,chr17,p,-0.277199215,156.1071601,20627714,Losses,18427107,0.893317941
P-0063621-T01-IM7,chr22,q,-0.3118,145,34050915,Losses,34050915,1
P-0063621-T01-IM7,chr8,q,0.4314,190.8074073,96714797,Gains,96714797,1
P-0065445-T01-IM7,chr1,q,0.6856,298.8053405,123256422,Gains,123256422,1
P-0065445-T01-IM7,chr13,q,-0.12508,238,85264909,Losses,61415039,0.720285047
P-0065445-T01-IM7,chr6,p,0.231233333,207,54872744,Gains,54871357,0.999974723
P-0065445-T01-IM7,chr8,p,-0.3479,87,39989511,Losses,39989511,1
P-0065445-T01-IM7,chr8,q,0.3262,197.7639274,96714797,Gains,96714797,1
P-0065908-T01-IM7,chr10,p,0.02311026,47.98407942,37397053,Gains,29260216,0.782420369
P-0065908-T01-IM7,chr11,p,-0.262729148,125.8364049,50045759,Losses,42734139,0.853901307
P-0065908-T01-IM7,chr12,p,-0.021068077,145.0927606,31161065,Losses,21014960,0.674398003
P-0065908-T01-IM7,chr19,q,-0.189075237,210.1903253,25262320,Losses,18877254,0.747249421
P-0065908-T01-IM7,chr8,q,0.703898236,186.2274748,99349326,Gains,73965735,0.744501629
P-0065908-T01-IM7,chr9,p,-0.235078034,189.4093825,39766021,Losses,27963693,0.703205709
P-0066072-T01-IM7,chr1,q,0.637317506,351.3751978,114965463,Gains,93952311,0.817222047
P-0066072-T01-IM7,chr10,p,0.980633333,32,34798069,Gains,34798069,1
P-0066072-T01-IM7,chr16,q,-0.471671479,245.9437322,51201764,Losses,28303402,0.552781775
P-0066072-T01-IM7,chr18,p,-0.6081,31.23899646,16597898,Losses,16597898,1
P-0066072-T01-IM7,chr18,q,-0.6081,113.7610035,60443476,Losses,60443476,1
P-0066072-T01-IM7,chr20,p,0.5945,101.901686,27224137,Gains,27224137,1
P-0066072-T01-IM7,chr20,q,0.5945,130.098314,34757171,Gains,34757171,1
P-0066072-T01-IM7,chr7,p,0.6235,132.5283304,57309260,Gains,57309260,1
P-0066072-T01-IM7,chr7,q,0.457554821,255.4716696,100564473,Gains,100485190,0.99921162
P-0067367-T01-IM7,chr1,q,0.715414031,294.0852082,115210261,Gains,107490537,0.932994475
P-0067367-T01-IM7,chr10,q,-0.458535178,176.2663487,89703681,Losses,52321490,0.583270267
P-0067367-T01-IM7,chr17,p,-0.649069027,174.7652329,22484885,Losses,17016659,0.75680436
P-0067367-T01-IM7,chr5,p,0.6858,125.3214342,45931499,Gains,45931499,1
P-0067367-T01-IM7,chr5,q,0.6858,355.7568113,130388259,Gains,130388259,1
P-0067367-T01-IM7,chr6,p,0.530306648,149.9584738,57824014,Gains,30287270,0.523783596
P-0067367-T01-IM7,chr7,p,0.329,140.8141422,57309260,Gains,57309260,1
P-0067367-T01-IM7,chr7,q,0.329,247.1858578,100600965,Gains,100600965,1
P-0067367-T01-IM7,chr8,p,-0.8333,87,39989511,Losses,39989511,1
P-0067367-T01-IM7,chr8,q,1.0928,197.7639274,96714797,Gains,96714797,1
P-0067910-T01-IM7,chr1,q,0.253241768,299.3770077,121652747,Gains,121587030,0.999459798
P-0068261-T01-IM7,chr1,p,-0.410779454,507.2392729,120882780,Losses,119730861,0.990470777
P-0068261-T01-IM7,chr11,p,-0.245695128,118.8253155,50039752,Losses,31923874,0.637970268
P-0068261-T01-IM7,chr12,p,-0.4122,134,32369460,Losses,32369460,1
P-0068261-T01-IM7,chr13,q,-0.23466,238,84732182,Losses,46912927,0.553661264
P-0068261-T01-IM7,chr14,q,-0.078333333,159,82033110,Losses,49301985,0.601001047
P-0068261-T01-IM7,chr16,p,-0.15695,191,31157320,Losses,17113297,0.549254461
P-0068261-T01-IM7,chr16,q,-0.4156,201,43108986,Losses,43108986,1
P-0068261-T01-IM7,chr17,p,-0.4102,134,21694726,Losses,21694726,1
P-0068261-T01-IM7,chr18,p,-0.3805,24.37594971,16597898,Losses,16597898,1
P-0068261-T01-IM7,chr18,q,-0.753830676,120.6240503,58353463,Losses,58353463,1
P-0068261-T01-IM7,chr2,p,-0.312440207,257.1795239,88912253,Losses,47756957,0.537124585
P-0068261-T01-IM7,chr20,q,0.419597873,175.4320216,34222632,Gains,26314490,0.768920696
P-0068261-T01-IM7,chr6,p,0.3168,154.0248595,58196740,Gains,58196740,1
P-0068261-T01-IM7,chr6,q,0.651310362,283.9751405,111924619,Gains,111924619,1
P-0068261-T01-IM7,chr8,p,-0.050093683,89.3080234,41778274,Losses,25732359,0.615926809
P-0068261-T01-IM7,chr8,q,0.285057717,190.5303438,97199811,Gains,63775129,0.656124002
P-0068416-T02-IM7,chr10,p,0.3384,32,38082649,Gains,38082649,1
P-0068416-T02-IM7,chr8,p,-0.206780206,56.27204787,39242591,Losses,28963603,0.738065512
P-0071522-T01-IM7,chr8,q,0.6015,197.7639274,96714797,Gains,96714797,1
P-0071605-T01-IM7,chr1,p,-0.300794076,496.625867,119582048,Losses,63182340,0.528359742
P-0071774-T01-IM7,chr16,p,-0.366478064,194.26562,31839700,Losses,27836778,0.874278903
P-0071774-T01-IM7,chr16,q,-0.151158559,197.73438,51167318,Losses,34553384,0.67530184
P-0071774-T01-IM7,chr18,q,-0.118212663,128.5092097,54285924,Losses,29530753,0.543985454
P-0071774-T01-IM7,chr19,q,0.497,217,29507708,Gains,29507708,1
P-0071774-T01-IM7,chr2,q,-0.418610202,275.4367252,146166052,Losses,137342332,0.93963222
P-0071774-T01-IM7,chr4,q,-0.436377026,222.7578423,134034066,Losses,124506903,0.928919839
P-0071774-T01-IM7,chr5,p,0.4832,125.3214342,45931499,Gains,45931499,1
P-0071774-T01-IM7,chr5,q,0.4832,355.7568113,130388259,Gains,130388259,1
P-0071774-T01-IM7,chr6,p,0.5088,207,54873365,Gains,54873365,1
P-0071774-T01-IM7,chr6,q,-0.537,231,108356288,Losses,108356288,1
P-0071774-T01-IM7,chr8,p,-0.3863,87,39989511,Losses,39989511,1
P-0071774-T01-IM7,chr8,q,0.72303762,194.8257345,96484987,Gains,96484987,1
P-0072027-T01-IM7,chr1,q,0.264472847,376.6216768,120593295,Gains,97673977,0.809945337
P-0072225-T01-IM7,chr8,q,0.95548764,205.1211727,93963321,Gains,68263592,0.726491904
P-0072300-T01-IM7,chr1,q,0.5197,298.8053405,123256422,Gains,123256422,1
P-0072300-T01-IM7,chr16,q,-0.7397,187.8356006,52992984,Losses,52992984,1
P-0072300-T01-IM7,chr17,p,-0.27256722,154.4436897,20256684,Losses,12104931,0.597577126
P-0072300-T01-IM7,chr17,q,0.557959398,423.5563103,55693465,Gains,36408980,0.653738818
P-0072300-T01-IM7,chr2,q,-0.339848544,311.1704274,140470105,Losses,70881147,0.504599516
P-0072300-T01-IM7,chr6,p,0.87685093,208.5855444,55547847,Gains,52224471,0.94017093
P-0072300-T01-IM7,chr8,p,-0.7095,87,39989511,Losses,39989511,1
P-0072300-T01-IM7,chr8,q,0.175469917,197.8739961,93559152,Gains,47174826,0.5042246
P-0072590-T01-IM7,chr8,q,0.52042246,196.8949053,91902878,Gains,91902878,1
P-0074257-T01-IM7,chr1,q,0.332251538,371.8727542,121350257,Gains,100337105,0.826838834
P-0074257-T01-IM7,chr13,q,-0.478275,238,91657497,Losses,71050571,0.775174681
P-0074257-T01-IM7,chr14,q,-0.30592,159,80701682,Losses,65609022,0.812982089
P-0074257-T01-IM7,chr15,q,-0.4572,280,81357599,Losses,81357599,1
P-0074257-T01-IM7,chr17,p,-0.441535489,161.5811795,20615904,Losses,18376370,0.891368625
P-0074257-T01-IM7,chr17,q,0.222335776,416.4188205,54784433,Gains,35426449,0.646651741
P-0074257-T01-IM7,chr18,q,-0.306719217,127.7363099,58276772,Losses,48915953,0.83937307
P-0074257-T01-IM7,chr20,p,-0.386094267,56.3105925,27162542,Losses,20770439,0.764672136
P-0074257-T01-IM7,chr6,q,-0.202163165,235.2700214,108101992,Losses,73291779,0.677987312
P-0074257-T01-IM7,chr8,p,-0.4732,87,39989511,Losses,39989511,1
P-0074257-T01-IM7,chr9,p,0.31723095,209.5546438,44791463,Gains,28544319,0.637271415
P-0074915-T01-IM7,chr18,p,-0.12644708,21.56416188,14223720,Losses,11303856,0.794718681
P-0074915-T01-IM7,chr18,q,-0.144079633,123.4358381,53193102,Losses,51859955,0.974937596
P-0074915-T01-IM7,chr21,p,-0.3427,6.9042819,3639667,Losses,3639667,1
P-0074915-T01-IM7,chr21,q,-0.3427,63.50999711,33479983,Losses,33479983,1
P-0074915-T01-IM7,chr6,q,-0.348437805,228.6511382,109545797,Losses,77685644,0.709161338
P-0074915-T01-IM7,chr8,p,-0.3118,87,39989511,Losses,39989511,1
P-0074915-T01-IM7,chr8,q,1.0174,197.7639274,96714797,Gains,96714797,1
P-0075401-T01-IM7,chr8,p,-0.3787,87,39989511,Losses,39989511,1
P-0075713-T01-IM7,chr11,p,0.077197782,119.8094073,46141171,Losses,35920811,0.778498036
P-0075713-T01-IM7,chr16,p,-0.3666,160.5893652,36774929,Losses,36774929,1
P-0075713-T01-IM7,chr16,q,-0.3666,231.4106348,52992984,Losses,52992984,1
P-0075713-T01-IM7,chr8,p,-0.3833,87,39989511,Losses,39989511,1
P-0075713-T01-IM7,chr9,p,-0.3729,148.1253947,46938021,Losses,46938021,1
P-0075713-T01-IM7,chr9,q,-0.3729,287.2842336,91034717,Losses,91034717,1
P-0076120-T01-IM7,chr6,p,0.483,207,54873365,Gains,54873365,1
P-0076120-T01-IM7,chr8,p,-0.5797,87,39989511,Losses,39989511,1
P-0077080-T01-IM7,chr1,q,0.173396988,298.7520238,117624999,Gains,117594815,0.999743388
P-0077080-T01-IM7,chr6,p,0.66324,207,54690417,Gains,54689030,0.999974639
P-0077080-T01-IM7,chr8,p,-0.5598,87,39989511,Losses,39989511,1
P-0077080-T01-IM7,chr8,q,0.284676491,197.943066,96708939,Gains,96544456,0.998299195
P-0077117-T01-IM7,chr8,q,0.4463,197.7639274,96714797,Gains,96714797,1
P-0077176-T01-IM7,chr17,p,-0.255330526,149.6052242,18988069,Losses,14583435,0.768031494
P-0077176-T01-IM7,chr8,p,-0.4246,87,39989511,Losses,39989511,1
P-0077268-T01-IM7,chr1,q,0.935023673,299.9077679,117601349,Gains,117601349,1
P-0077268-T01-IM7,chr10,q,-0.4181,176.3753855,90824443,Losses,90824443,1
P-0077268-T01-IM7,chr12,p,-0.340778991,137.6341319,32038440,Losses,29101500,0.908330743
P-0077268-T01-IM7,chr13,q,-0.009533333,238,89391968,Losses,70140241,0.784636949
P-0077268-T01-IM7,chr14,q,-0.1635,159,84303170,Losses,66304884,0.786505229
P-0077268-T01-IM7,chr15,q,-0.18885,280,80640742,Losses,74617631,0.925309331
P-0077268-T01-IM7,chr16,q,-0.4382,201,43108986,Losses,43108986,1
P-0077268-T01-IM7,chr19,p,-0.5024,400,21656968,Losses,21656968,1
P-0077268-T01-IM7,chr4,q,-0.439234744,286.634301,134548077,Losses,134461744,0.999358348
P-0077268-T01-IM7,chr5,p,0.4551,153,44055172,Gains,44055172,1
P-0077268-T01-IM7,chr8,p,-0.4376,75.37032678,43194769,Losses,43194769,1
P-0077268-T01-IM7,chr8,q,0.190505654,209.3848649,96648998,Gains,85348427,0.88307617
P-0077268-T01-IM7,chr9,p,-0.357396016,189.2914093,40346646,Losses,36612027,0.907436693
P-0077268-T01-IM7,chr9,q,-0.127647229,245.1653739,89298453,Losses,67401637,0.754790646
P-0077437-T01-IM7,chr1,q,0.555752248,372.3908273,119104332,Gains,98091180,0.823573571
P-0077437-T01-IM7,chr8,q,0.6476,197.7639274,96714797,Gains,96714797,1
P-0077992-T01-IM7,chr17,p,0.05985,134,20284279,Losses,17016659,0.838908743
P-0077992-T01-IM7,chr17,q,0.3059,444,55373198,Gains,55373198,1
P-0077992-T01-IM7,chr19,p,-0.274051224,392.8868977,25718449,Losses,14546743,0.565615096
P-0077992-T01-IM7,chr9,q,-0.324736222,312.1486936,90396086,Losses,62600029,0.69250818
P-0078381-T01-IM7,chr15,q,0.2093,280,77844676,Gains,64678361,0.830864284
P-0078381-T01-IM7,chr8,p,-0.451623362,65.79728952,42905587,Losses,28642348,0.66756686
P-0078610-T01-IM7,chr1,p,-0.310412395,509.7925486,120882780,Losses,119730861,0.990470777
P-0078610-T01-IM7,chr13,q,-0.3353,238,93981893,Losses,93981893,1
P-0078610-T01-IM7,chr21,p,-0.3245,6.9042819,3639667,Losses,3639667,1
P-0078610-T01-IM7,chr21,q,-0.3245,63.50999711,33479983,Losses,33479983,1
P-0078610-T01-IM7,chr8,p,-0.189468043,62.75110916,41350498,Losses,28221110,0.682485372
P-0078616-T01-IM7,chr10,q,0.225768686,166.4391653,92423701,Losses,70031863,0.757726235
P-0078895-T01-IM7,chr20,p,0.3079,101.901686,27224137,Gains,27224137,1
P-0078895-T01-IM7,chr20,q,0.3079,130.098314,34757171,Gains,34757171,1
P-0078895-T01-IM7,chr7,p,0.194396162,128.2572153,52482645,Gains,45283082,0.862820119
P-0078895-T01-IM7,chr8,q,0.4272,197.7639274,96714797,Gains,96714797,1
s_AV_hcchca_001_T,chr18,p,-0.4185,22.67200551,16535473,Losses,16535473,1
s_AV_hcchca_001_T,chr18,q,-0.4185,78.32799449,57127299,Losses,57127299,1
s_AV_hcchca_001_T,chr19,p,0.3349,212.5593445,25342943,Gains,25342943,1
s_AV_hcchca_001_T,chr4,p,-0.3142,87.62471001,46867351,Losses,46867351,1
s_AV_hcchca_001_T,chr4,q,-1.172807804,170.106783,138941541,Losses,138941541,1
s_AV_hcchca_002_T,chr1,q,0.3248,201.5503716,123256422,Gains,123256422,1
s_AV_hcchca_003_T,chr1,p,-0.299691558,336.7555485,110624109,Gains,67888059,0.613682312
s_AV_hcchca_003_T,chr1,q,0.3506,206.5326672,123256422,Gains,123256422,1
s_AV_hcchca_003_T,chr13,q,-0.081775,207,81748267,Losses,41563300,0.50843035
s_AV_hcchca_003_T,chr17,p,-0.481662874,130.4199986,16245668,Losses,14045061,0.86454192
s_AV_hcchca_003_T,chr6,p,0.5639,123,46517155,Gains,46517155,1
s_AV_hcchca_003_T,chr7,p,0.310242708,96.97600554,56100395,Gains,48694755,0.867993086
s_AV_hcchca_003_T,chr8,p,-0.96365,49,33678730,Losses,33678730,1
s_AV_hcchca_003_T,chr9,p,0.26229617,116.7544297,44620465,Gains,32468609,0.727661825
s_AV_hcchca_004_T,chr8,p,-0.317522614,51.80625404,43072428,Losses,38170858,0.886201679
s_AV_hcchca_005_T,chr8,q,0.4838,81.46028672,91237351,Gains,91237351,1
s_AV_hcchca_006_T,chr8,p,-0.337033333,49,34917221,Losses,21614521,0.6190218
s_AV_hcchca_007_T,chr17,p,-0.338819099,120.9117808,23584889,Gains,15316358,0.649414038
s_AV_hcchca_007_T,chr17,q,0.3638,285.0882192,56773009,Gains,56773009,1
s_AV_hcchca_007_T,chr21,q,-0.4574,65,27861735,Losses,27861735,1
s_AV_hcchca_007_T,chr8,p,-0.554166667,49,33675075,Losses,33675075,1
s_AV_hcchca_007_T,chr8,q,1.0699,61,88483255,Gains,88483255,1
s_AV_hcchca_008_T,chr1,p,-0.035398594,302.5863627,108389851,Losses,76989672,0.710303329
s_AV_hcchca_008_T,chr18,q,-0.405110415,88.6262349,56223217,Losses,44695693,0.794968616
s_AV_hcchca_008_T,chr2,q,-0.6328,224.1204325,147593529,Losses,147593529,1
s_AV_hcchca_008_T,chr6,q,-0.6648,163,105702095,Losses,105702095,1
s_AV_hcchca_008_T,chr8,p,-0.663121572,51.80625404,43072428,Losses,38170858,0.886201679
s_AV_hcchca_009_T,chr1,q,0.7485,201.8884449,97673977,Gains,97673977,1
s_AV_hcchca_009_T,chr10,q,-0.632732538,125.3249913,78511438,Losses,78511438,1
s_AV_hcchca_009_T,chr16,q,-0.796625,90,26512212,Losses,26512212,1
s_AV_hcchca_009_T,chr17,p,-0.619475,120,20958509,Losses,20958509,1
s_AV_hcchca_009_T,chr17,q,0.414,286,51360652,Gains,51360652,1
s_AV_hcchca_009_T,chr8,p,-0.569156342,51.80625404,38457958,Losses,33556388,0.872547315
s_AV_hcchca_010_T,chr19,q,0.3505,166.0093834,31738169,Gains,31738169,1
s_AV_hcchca_010_T,chr20,p,0.3551,73.86011761,27224137,Gains,27224137,1
s_AV_hcchca_010_T,chr20,q,0.3551,89.13988239,32856113,Gains,32856113,1
s_AV_hcchca_010_T,chr5,p,0.3485,98.06455118,45931499,Gains,45931499,1
s_AV_hcchca_010_T,chr5,q,0.3485,278.3812063,130388259,Gains,130388259,1
s_AV_hcchca_010_T,chr7,p,0.3282,112.5137125,56177461,Gains,56177461,1
s_AV_hcchca_010_T,chr7,q,0.3282,201.4862875,100600965,Gains,100600965,1
s_AV_hcchca_010_T,chr9,p,-0.480867426,121.8602324,44791463,Losses,28544319,0.637271415
